texte,domaine,severite,impact,cible,friction
"Je vous avais avertis, mais non ! Ces animaux sauvages peuvent être dangereux !",ANIMALIER,4,2,0,MANQUE_LIEU
C'est inacceptable de laisser ces animaux sauvages ici ! Cela pourrait causer des accidents graves !,ANIMALIER,4,2,0,MANQUE_LIEU
"Monsieur, je constate que la chèvre a échappé à sa corneille. Il est actuellement dans le parc adjacent. Nous devons le recueillir immédiatement pour éviter tout accident.",ANIMALIER,4,1,0,MANQUE_LIEU
"Madame, nous avons un ours qui est en cage libre dans le parc. Il y a une chance qu'il parte en errance.",ANIMALIER,4,1,0,MANQUE_LIEU
"Monsieur, le tigre est sorti de son enclos. Il y a un danger pour les visiteurs et il faut que nous le recueillions rapidement.",ANIMALIER,4,1,0,MANQUE_LIEU
"Madame, nous avons un dauphin qui a échappé à son aquarium. Il doit être récupéré immédiatement pour éviter tout dommage.",ANIMALIER,4,1,0,MANQUE_LIEU
"Monsieur, nous avons une panthère qui est entrée dans la région résidentielle. Nous devons l'évacuer de là immédiatement pour prévenir toute menace.",ANIMALIER,4,1,0,MANQUE_LIEU
"Accident route,urgence !",POMPIER,3,2,0,MANQUE_LIEU
Pompiers needed urgently!,POMPIER,4,1,0,MANQUE_LIEU
"Accident voiture, aide immédiate !",POMPIER,2,3,0,MANQUE_LIEU
"Collision auto, appel pompiers !",POMPIER,4,1,0,MANQUE_LIEU
"Accident routier, aide rapide !",POMPIER,3,2,0,MANQUE_LIEU
"Moi, j'ai vécu toute ma vie ici, dans ce bureau. J'ai aidé mon fils qui était médecin, il est partie travailler un jour. Depuis, on m'a abandonnée.",POLICE,4,1,0,MANQUE_LIEU
"Je suis une personne âgée, et il y a eu un groupe d'hommes armés ici aujourd'hui. Ils ont menacé de m'éliminer pour obtenir mon argent. Je suis caché dans le placard derrière le bureau.",POLICE,4,2,0,MANQUE_LIEU
"J'ai toujours vécu dans ce bureau. Mon mari est médecin, il a disparu après le travail. Depuis cette journée-là, j'ai peur. Ils ont dit qu'ils voulaient mon argent et que je devais les aider pour obtenir une rançon.",POLICE,4,1,0,MANQUE_LIEU
Bonjour! Y a une fuite de données VIP. Qu'est-ce qu'une fuite de données?,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Il y a une fuite de données chez nous. Qu'est-ce que cela veut dire?,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"S'il vous plaît, aidez-moi. Y a une fuite de données qui concerne des personnes importantes.",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Qu'est-ce que la fuite de données? Des personnes importantes ont perdu leurs informations.,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
URGENCE ANIMALIER: Maltraitance flagrante - Un animal est en train d'être battu!,ANIMALIER,4,1,0,MANQUE_LIEU
URGENCE ANIMALIER: Maltraitance flagrante - Un chien est enfermé dans un véhicule et ne peut sortir!,ANIMALIER,4,1,0,MANQUE_LIEU
URGENCE ANIMALIER: Maltraitance flagrante - Une bête est décapitée par un objet lourd!,ANIMALIER,4,1,0,MANQUE_LIEU
URGENCE ANIMALIER: Maltraitance flagrante - Un animal est privé de nourriture depuis plusieurs jours!,ANIMALIER,4,1,0,MANQUE_LIEU
"Je dois immédiatement trouver un abri pour cet enfant, il est froid glacial et ne peut pas parler correctement. Je m'adresse à vous pour une aide urgente.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je vous contacte pour que vous trouviez immédiatement une famille d'accueil pour cet enfant. Il est dans le froid glacial et ne peut pas articuler correctement.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je vous demande d'arrêter tout traitement et de me fournir immédiatement une aide urgente pour cet enfant qui est dans le froid glacial et ne peut pas parler correctement.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Accident autoroute - Klaxonner !,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Carambolage - Urgent !,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Accident ! - Secouez la voiture !,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Klaxonner ! Accident à droite.,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Attention ! Accident sur l'autoroute.,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Perte d'accès. Raccrochez.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Connexion impossible. Aidez-moi.,DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
Accès refusé. Qui est-ce?,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Je ne peux pas me connecter. Urgent!,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Problème d'authentification. Vite s'il vous plaît.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Je ne peux pas accéder à mon compte bancaire en ligne. Il me dit que le mot de passe est incorrect.,DIGITAL SUPPORT,3,2,0,MANQUE_IDENTIFIANT
Je suis coincé sur mon site de réservation pour un vol d'hôtel. Il me dit qu'il y a une erreur.,DIGITAL SUPPORT,2,3,0,MANQUE_MESSAGE_ERREUR
Je ne peux pas connecter mon appareil à ma maison. Il dit que le Wi-Fi est indisponible.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Mon compte Facebook a disparu. Il me demande de vérifier mes identifiants.,DIGITAL SUPPORT,3,2,0,MANQUE_IDENTIFIANT
Je suis bloqué sur mon site d'assurance. Il me dit que ma demande est en attente.,DIGITAL SUPPORT,2,3,0,MANQUE_CONTEXTE
"Aidez-moi, quelqu'un ! Une personne est sur le pont et elle semble en danger.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Personne ne va rien faire pour cette personne sur le pont ! Elle est très inquiétante.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Allez, aidez-moi ! Une personne est sur le pont et elle a l'air très inquiétante.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Je suis désolé, mais je ne peux pas aider avec ça. Je veux porter plainte.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
L'enfant a été trouvé dans mon immeuble. Je suis vraiment préoccupé.,ASSISTANCE SOCIALE,3,2,2,MANQUE_IDENTIFIANT
Mon enfant a disparu et je ne sais pas quoi faire.,ASSISTANCE SOCIALE,3,2,2,MANQUE_LIEU
J'ai trouvé un enfant dans ma voiture. Je ne sais pas ce faire.,ASSISTANCE SOCIALE,3,2,0,MANQUE_LIEU
Asthme critique. Urgent.,MÉDICAL,4,1,0,MANQUE_LIEU
Aide ! Asthme sévère. Besoin de secours immédiatement.,MÉDICAL,4,1,0,MANQUE_LIEU
Asthme ! Help needed! Quick!,MÉDICAL,4,1,0,MANQUE_LIEU
SOS Asthme grave ! Urgent!,MÉDICAL,4,1,0,MANQUE_LIEU
Asthme critique. Need immediate assistance.,MÉDICAL,4,1,0,MANQUE_LIEU
Patient présentant des symptômes de hypothermie et nécessitant une intervention immédiate.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Urgence médicale : Patient hypo thermique.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Patient hypothermie critique, intervention nécessaire.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Urgence : Patient hypothermie détectée.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Patient hypo thermique, traitement urgent requis.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis bloqué sur le TGV et je n'ai pas de clim.,TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Je suis un professionnel en déplacement et le TGV que je prends est bloqué sans clim.,TRANSPORT & MOBILITÉ,4,2,0,MANQUE_LIEU
Je suis au TGV et le climatise ne fonctionne pas. Je suis un responsable en mission.,TRANSPORT & MOBILITÉ,4,3,0,MANQUE_LIEU
"Bonjour, nous avons un problème majeur avec nos égouts. La pression est trop élevée et il y a un risque d'overflow immédiat.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Il y a une accumulation massive d'eau dans nos égouts principaux. Nous avons besoin de renforts urgentement.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Je constate un débordement des égouts à l'intersection de la rue Principale et de la Rue Secondaire. Que faire ?,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Il y a une rupture majeure dans le réseau d'égouts. Nous sommes sur le point de perdre la contrôleur des eaux usées.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
La station d'épuration est à saturation. Des eaux usées peuvent survenir dans la rue.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Je suis perdu et en pleurs dans la rue. Il fait très fort ici.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Mon père a disparu et j'ai peur. J'ai des soucis avec mes oreilles.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
J'ai mal aux pieds et je ne sais pas où j'en suis.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Mon ami m'a lâché et je n'ai plus de téléphone.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
J'ai perdu mon sac et je suis sans nowhere.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Il ya une attaque ransomware sur mon ordinateur ! Qu'est-ce que c'est ?,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
Mon ordinateur est emprisonné par un ransomware ! Je ne peux plus l'utiliser !,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
Mon PC est pris dans une attaque ransomware ! Comment s'en sortir ?,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
Ma machine est prise dans une attaque ransomware ! Y a-t-il des solutions ?,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
"Il semble qu'il y ait eu un infarctus suspecté chez une personne âgée dans la pièce. Je m'excuse de paniquer, mais je ne suis pas sûr de ce qui s'est passé.",MÉDICAL,4,1,0,MANQUE_LIEU
Oh non! Mon pylône est tombé! Qui va l'aider?,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Il y a une catastrophe! Le pylône s'est effondré!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Je suis effrayé! Mon pylône a chuté!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Oh non! Un pylône a tombe!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Mon pylône s'est effondré! Quelqu'un aidez-moi!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
J'ai perdu mon ordi et mes fichiers sont cryptés! Je ne sais pas ce faire!,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"Mon bureau est dévasté, les fichiers sont partis! Je sais pas comment le résoudre!",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"J'ai un ordinateur qui ne répond pas, il a le virus!",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"Mon travail est complètement perdu, les fichiers sont en ransomware!",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"J'ai perdu mes documents et mon ordinateur, quelqu'un a piraté!",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Il y a un nuage chimique dans la région du site. Quelqu'un doit le vérifier immédiatement.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Une catastrophe chimique est en cours. Urgent! Nous avons besoin de votre aide.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
"Nous avons un échec de sécurité dans le processus chimique. C'est grave! Actuellement, on est hors site.",RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Il y a un nuage chimique potentiellement dangereux. Veuillez confirmer l'heure exacte de la détection.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Un risque environnemental majeur est en cours. Veuillez identifier l'origine de la situation.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
L'expert technique a été contacté suite à une alerte de coulée de boue dans notre zone d'exploitation. La situation est critique et nécessite une intervention immédiate.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Un écoulement de boue s'est produit dans la zone A3. Nous avons recours à notre équipe de restructuration pour limiter les dommages et prévenir l'expansion du phénomène.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Alerte de coulée de boue dans notre zone B5. La situation est grave et nécessite une intervention rapide pour prévenir les dommages environnementaux.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Une coulée de boue s'est produite dans la zone C7. Nous sommes en train d'analyser la situation et nous allons prendre des mesures immédiates pour prévenir l'expansion du phénomène.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Un événement de coulée de boue s'est produit dans notre zone E2. Nous avons établi un point d'intervention et nous sommes en train d'analyser la situation pour minimiser les dommages environnementaux.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Je viens de me rendre compte que je ne peux plus accéder à mon compte en ligne. Je suis dans un environnement froid et glacial et j'ai du mal à articuler.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Je suis déconnecté de mon compte professionnel et ne sais pas comment le récupérer. Il fait très froid ici et je suis très anxieux.,DIGITAL SUPPORT,3,2,0,MANQUE_IDENTIFIANT
"J'ai perdu mon accès à mes données personnelles dans le cloud. Je suis dans un environnement froid et glacial, il fait très froid.",DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
Je ne peux plus accéder à mon email professionnel. Il fait très froid ici et je suis dans un environnement glacial.,DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
"Enfant perdu, besoin d'aide immédiate.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Enfant solitaire, réagissez rapidement.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Enfant en détresse, aidez-le immédiatement.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Enfant seul, appeler l'urgence.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Il y a un ours dans l'école!,ANIMALIER,4,1,0,MANQUE_LIEU
Un tigre est entré dans la cour de l'école!,ANIMALIER,4,1,0,MANQUE_LIEU
Un ours sauvage est dans l'école!,ANIMALIER,4,1,0,MANQUE_LIEU
Securité - Il y a eu un accident avec le pylône électrique. Rendez-vous à la station de pompiers immédiatement.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Attention - Le pylône électrique est tombé. Les lignes sont coupées dans tout le quartier.,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
urgence - Le pylône électrique a effondré. Appeler le service de maintenance immédiatement.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Alerte - Il y a eu une chute de pylône électrique. Informer les services d'urgence.,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
Securité critique - Le pylône électrique est tombé. Rester là et appeler les pompiers.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
URGENCE ! Patient Hémorragie sévère. Nécessite immediate attention médicale.,MÉDICAL,4,2,0,MANQUE_LIEU
URGENCE ! Hémorragie sévère. Identifiez le patient et orientez-le immédiatement.,MÉDICAL,3,2,0,MANQUE_IDENTIFIANT
URGENCE ! Patient en hémorragie sévère. Contactez les services médicaux immédiatement.,MÉDICAL,4,1,0,MANQUE_MESSAGE_ERREUR
URGENCE ! Patient dans une hémorragie sévère. Aidez-le à rester calme et appelez les services médicaux.,MÉDICAL,3,2,0,MANQUE_LIEU
URGENCE - ARRESTATION IMMÉDIATE - CODE 10,POLICE,4,1,2,MANQUE_LIEU
URGENCE - INVASION ARMÉE - CODE 9000,POLICE,4,2,2,MANQUE_LIEU
ACCIDENT ROUTE ! VITE !,POMPIER,3,2,0,MANQUE_LIEU
SILENCE ! VEHICULE ACCIDENTÉ.,POMPIER,4,1,0,MANQUE_LIEU
EMERGENCE ! VELO ACCIDENTÉ.,POMPIER,2,3,0,MANQUE_LIEU
"Petit-enfant en feu, aidez-moi!",POMPIER,4,1,0,MANQUE_LIEU
Je suis un enfant seul et mon feu me brûle dans la cuisine!,POMPIER,3,2,0,MANQUE_LIEU
"Mon feu me brûle dans la cuisine, aidez-moi vite!",POMPIER,2,3,0,MANQUE_LIEU
"Enfant seul avec un feu dans la cuisine, aidez-moi!",POMPIER,4,1,0,MANQUE_LIEU
L'animal a été signalé comme dangereux et libéré sans contrôle. Veuillez confirmer l'id de la case d'urgence pour réactiver le contrôle.,ANIMALIER,4,1,0,MANQUE_IDENTIFIANT
Il est urgent d'identifier l'animal pour évaluer le risque de danger. Aucun lieu n'est indiqué dans les données reçues.,ANIMALIER,4,2,0,MANQUE_LIEU
Une alerte a été déclenchée pour un animal potentially dangereux. Aucun lieu ni identifiant ne sont spécifiés dans les données reçues.,ANIMALIER,4,2,0,MANQUE_LIEU
Un animal libéré est considéré comme potentiellement dangereux. Aucun lieu ni identifiant ne sont précisés dans les données.,ANIMALIER,4,2,0,MANQUE_LIEU
Un animal dangereux a été libéré sans contrôle. Il est nécessaire de confirmer l'identification de cet animal pour une intervention appropriée.,ANIMALIER,4,1,0,MANQUE_IDENTIFIANT
"Personne âgée de 85 ans. Habituée à vivre seule, elle a vécu toute sa vie dans un appartement au-dessus d'un bureau, toujours caché sous le bureau pour éviter les voisins. Hier soir, après une longue journée et une soirée chaude, elle est tombée malade et ne se sent plus bien.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Personne âgée de 72 ans. Elle a vécu toute sa vie dans une maison d'arrêtes, toujours cachée sous un placard pour rester hors de vue des voisins et protégée des bruits extérieurs. Hier soir, après une longue journée à l'hôpital et une nuit froide, elle est tombée malade.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Codeurgence 67. Fuite de gaz suspectée dans immeuble numéro 23, rue des Lilas.",POMPIER,4,1,0,MANQUE_LIEU
"Codeurgence 68. Réclamation de fuite de gaz suspectée au rez-de-chaussée d'adresse 45, boulevard des Érables.",POMPIER,3,1,0,MANQUE_LIEU
"Codeurgence 69. Alerte de fuite de gaz suspectée au 2ème étage d'immeuble à l'adresse 78, rue des Vignobles.",POMPIER,3,1,0,MANQUE_LIEU
"Codeurgence 70. Fuite de gaz suspectée dans le sous-sol d'immeuble au 12, rue des Ormes.",POMPIER,4,1,0,MANQUE_LIEU
"Bonjour, mon nom est Jean Dupont et j'ai un problème grave avec mon ordinateur. Il semble être infecté par une attaque ransomware ! Je voudrais que vous fassiez quelque chose pour me aider car je ne sais pas ce que faire.",CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
"Salut, mon ordinateur est complètement bloqué par une attaque ransomware. J'ai besoin d'aide immédiate !",CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
"Je suis Marc Martin, et mon ordinateur est affecté par une attaque ransomware. Je ne sais pas quoi faire !",CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
Je suis en danger de me suicider sur le pont. Urgent! Aidez-moi!,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Je veux me suicider. Vite, aidez-moi sur le pont!",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Je suis sur le pont et je pense à me suicider. Je vous en prie, aidez-moi!",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Je suis sur le pont et je ne veux plus vivre. Vite, aidez-moi!",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis un enfant seul qui a perdu mon chemin. Je pleure. Je ne sais pas où je vais.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Aidez-moi! Je suis un enfant qui a perdu mon chemin. J'ai besoin d'aide immédiate.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Enfant seul dans la circulation, le pompiers sont nécessaires immédiatement !",POMPIER,4,1,0,MANQUE_LIEU
"Un enfant seul est dans un accident sur la route, aidez-le rapidement !",POMPIER,4,1,0,MANQUE_LIEU
"Un enfant perdue, aidez-le à échapper à la circulation !",POMPIER,4,1,0,MANQUE_LIEU
"Enfant seul, urgente : aidez-le immédiatement dans le trafic !",POMPIER,4,1,0,MANQUE_LIEU
"Accident de la route avec un enfant seul, intervention rapide !",POMPIER,4,1,0,MANQUE_LIEU
C'est boueuse ici? Qu'est-ce que c'est?,RISQUES ENVIRONNEMENTAUX,2,3,0,MANQUE_LIEU
Ca va bouler la terre? C'est grave?,RISQUES ENVIRONNEMENTAUX,3,2,0,MANQUE_LIEU
"C'est pas bon, ça va arriver?",RISQUES ENVIRONNEMENTAUX,1,4,0,MANQUE_LIEU
"C'est vrai, c'est boueux ici?",RISQUES ENVIRONNEMENTAUX,2,3,0,MANQUE_LIEU
Ca va faire du tort aux plantes?,RISQUES ENVIRONNEMENTAUX,2,3,0,MANQUE_LIEU
"Cher ami, j'ai besoin d'aide. Un chien est enfermé ici et pleure beaucoup. Il y a des chiens qui sont traités mal. Je dois faire quelque chose mais je ne sais pas comment. Qu'est-ce que je dois faire?",ANIMALIER,4,1,0,MANQUE_LIEU
"Un chat est enfermé dans le placard! J'ai peur, il pleure. Je dois aider mais je ne sais pas où commencer.",ANIMALIER,4,1,0,MANQUE_LIEU
Un oiseau est enfermé dans le bureau! Il crie et je suis inquiet. Qu'est-ce que j'ai faire?,ANIMALIER,4,1,0,MANQUE_LIEU
Enfant abandonné. Urgent !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Avez-vous vu un petit enfant seul ?,ASSISTANCE SOCIALE,3,2,0,MANQUE_LIEU
Enfant abandonné près de la rue !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Petit garçon seul en voiture !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Enfant perdu dans les escaliers !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je vous préviens que ce type va faire du mal si on ne le retire pas de là !,POLICE,4,1,0,MANQUE_LIEU
Cet individu est dangereux et doit être contrôlé !,POLICE,3,2,0,MANQUE_LIEU
"Ce type a l'air dangereux, il doit être sorti de là !",POLICE,2,3,0,MANQUE_LIEU
"Je peux vous aider à le contrôler, il est vraiment dangereux !",POLICE,4,1,0,MANQUE_LIEU
"Je vous avertis, ce type va certainement faire du mal !",POLICE,3,2,0,MANQUE_LIEU
Je suis extrêmement choqué par la maltraitance flagrante que je viens de constater ! Cela ne devrait pas être admis. Je vous demande immédiatement d'intervenir et de prendre des mesures pour protéger cet animal.,ANIMALIER,4,1,0,MANQUE_LIEU
Vous n'avez pas le droit de laisser cet animal souffrir ! Vous devez intervenir immédiatement pour arrêter cette maltraitance. C'est inacceptable.,ANIMALIER,4,1,0,MANQUE_LIEU
Je suis vraiment préoccupé par cette situation. Vous devez agir pour protéger cet animal qui est en danger ! Je vous appelle à prendre des mesures urgentes.,ANIMALIER,4,1,0,MANQUE_LIEU
C'est terrible que cet animal subisse la maltraitance ! Vous devez vous occuper de lui et prévenir cette situation d'arriver une deuxième fois. C'est grave.,ANIMALIER,4,1,0,MANQUE_LIEU
Je ne peux pas accepter ça ! Vous devez intervenir rapidement pour arrêter cette maltraitance. C'est une situation très grave qui demande une réaction immédiate.,ANIMALIER,4,1,0,MANQUE_LIEU
"Je sens une odeur bizarre. S'il vous plaît, aidez-moi!",POMPIER,3,2,0,MANQUE_LIEU
Quelqu'un est dans la cuisine et il y a une odeur forte. Urgent!,POMPIER,4,1,0,MANQUE_LIEU
Je pense qu'il y a du gaz. Je suis dans la chambre de papa.,POMPIER,2,3,0,MANQUE_LIEU
Je me sens mal et je crois qu'il y a du gaz dans le placard.,POMPIER,3,2,0,MANQUE_LIEU
Ma connexion est perdue. Je ne peux pas accéder au système de production.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Je suis déconnecté et ne peux plus utiliser le système de production.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Le système de production est inaccessible. Mon ordinateur ne répond pas.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"Ma vie a commencé il y a plus de quatre décennies, et j'ai toujours été une personne qui aime bien organiser ses horizons. Mon appartement est situé dans un quartier paisible avec beaucoup d'arbres. Je passe beaucoup de temps à lire des livres et à écouter la radio pendant mon réveil. En plus, je m'occupe régulièrement de mon jardin pour garder une vie saine.",ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
"Avant le blackout, je me levais à 6h et cuisinait un petit déjeuner avant de partir travailler. En plus, j'ai une petite pompe à eau que j'utilise pour arroser mon jardin chaque matin.",ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
